timestamp_ms,session_id,node_id_hex,protocol,frequency_mhz,config_index,rssi_dbm,snr_db,length_bytes,packet_type,encrypted,psk_result,psk_id,lat_deg,lon_deg,alt_m,hop_count,is_router,power_class,raw_hex
92076343,snf_6356,49B54A64,Meshtastic,906.875,0,-101.0,5.0,55,unknown,1,none,,,,,,0,0,FFFFFFFF644AB54985E9265DA40800BE73BE7A5DCB8FC6BEAFD7825E0930127E38179F2ACF64D64FE6553083CED6434E6299C831B1C037
92083599,snf_6356,378E43BE,Meshtastic,906.875,0,-101.0,4.7,44,unknown,1,none,,,,,,0,0,FFFFFFFFBE438E37336DC17C630A00BE080312160D00004C15150000FCD0187028017800800100B8010D4801
92087142,snf_6356,378E43BE,Meshtastic,906.875,0,-116.0,-6.7,44,unknown,1,none,,,,,,0,0,FFFFFFFFBE438E37336DC17C600A0060080312160D00004C15150000FCD0187028017800800100B8010D4801
92117332,snf_6356,335C2F40,Meshtastic,906.875,0,-126.0,-16.5,49,routing,1,none,,,,,,1,0,FFFFFFFF402F5C33D6CC3C7D8208009FA538E5B3E58C0AF5C5C7548EC40FB7BC22773E9924E5D704616CE985E6F377C858
92118550,snf_6356,335C2F40,Meshtastic,906.875,0,-107.0,2.0,49,routing,1,none,,,,,,1,0,FFFFFFFF402F5C33D6CC3C7D81080064A538E5B3E58C0AF5C5C7548EC40FB7BC22773E9924E5D704616CE985E6F377C858
92120034,snf_6356,335C2F40,Meshtastic,906.875,0,-115.0,-5.5,49,unknown,1,none,,,,,,0,0,FFFFFFFF402F5C33D6CC3C7D800800BEA538E5B3E58C0AF5C5C7548EC40FB7BC22773E9924E5D704616CE985E6F377C858
92125275,snf_6356,335C2F40,Meshtastic,906.875,0,-113.0,-4.0,49,unknown,1,none,,,,,,0,0,FFFFFFFF402F5C33D6CC3C7D80080060A538E5B3E58C0AF5C5C7548EC40FB7BC22773E9924E5D704616CE985E6F377C858
92142184,snf_6356,55C6E2E4,Meshtastic,906.875,0,-114.0,-4.7,59,unknown,1,none,,,,,,0,0,FFFFFFFFE4E2C655CA76C55D60080060B2C9F3B7515150B7F9959B7BBD2C005B37FEDE84378A5F4C33D2DBEAA681E7F6CE74F83BF82A08A9084571
92144606,snf_6356,49B54A64,Meshtastic,906.875,0,-111.0,-2.5,55,unknown,1,none,,,,,,0,0,FFFFFFFF644AB549860DAB0CA5080064C6E6A1BBCDC711C047D49418B6DB5D65E860F25B5071BC0C1629FD0102E494A4418C9DA2D442EB
92146367,snf_6356,49B54A64,Meshtastic,906.875,0,-103.0,3.7,55,unknown,1,none,,,,,,0,0,FFFFFFFF644AB549860DAB0CA40800BEC6E6A1BBCDC711C047D49418B6DB5D65E860F25B5071BC0C1629FD0102E494A4418C9DA2D442EB
92150666,snf_6356,1710732A,Meshtastic,906.875,0,-114.0,-4.5,94,routing,1,none,,,,,,1,0,FFFFFFFF2A7310171BD2A628610800649D4BA7E57C81408E0BE59ECC3FD57835011DB9DD8312F87DE6FFA3B6C480620CEECA22CA3C18A14A213AB652614C776E495A6F017C6CE629F15B8E2DC3805DA9CC0CBA4345E88982D18BC72FF0C6
92152290,snf_6356,1710732A,Meshtastic,906.875,0,-103.0,3.2,94,unknown,1,none,,,,,,0,0,FFFFFFFF2A7310171BD2A628600800BE9D4BA7E57C81408E0BE59ECC3FD57835011DB9DD8312F87DE6FFA3B6C480620CEECA22CA3C18A14A213AB652614C776E495A6F017C6CE629F15B8E2DC3805DA9CC0CBA4345E88982D18BC72FF0C6
